path,tracked,bytes,lines,category,review_depth,recommended_disposition,purpose_or_controls,imports,symbols,sha256
platform/assets/bddview.ico,yes,48495,,Media/dependency asset,Inventory only,Preserve; not application logic,,,,1cb73bdc53e012085fb185c9dd905fbe0be9bcfaa59c7eb367d10d2274cf46fa
platform/bddtool_cli.cpp,yes,45993,1174,Application/support,Inventory and text index,Review within document/command migration,,libs/stb_image_write.h; Core/bdd_core.h; cstdio; cstdlib; cstring; cstdint; climits; cassert; string; vector; algorithm; sys/stat.h,empty; refresh_bdb; refresh_bdd; parse_bdb; parse_bdd; scroll_factor; load2_estimated_block_bytes; push_unique_int; object_module_index; object_visible_at_camera; make_dir; path_exists; write_image_png; cmd_info; cmd_list; module_slop; cmd_validate; cmd_export; cmd_stats; cmd_palette; cmd_sheet; cmd_diff; cmd_render; print_usage; main,1ff40b0f5f753b5859484791cf26a365320576879ba1637ba0393f7d8dc3fdef
platform/bddview.rc,yes,932,39,Application/support,Inventory and text index,Review within document/command migration,,windows.h; Core/app_version_resource.h,,78596d33352536013499dbef0b09a98cbdd1a808c34418b4ad98765025a31f78
platform/bg_editor.cpp,yes,19538,507,Application/support,Detailed relevant sections inspected,Review within document/command migration,,bg_editor.h; bg_editor_globals.h; Core/bdd_format.h; utils/compat.h; cstdio; cstring; strings.h; undo_manager.h,selected_count; set_left_panel_default; center_view_on_object; gv_scroll_factor; gv_object_origin; welcome_visible; request_unsaved_action; file_dialog_open; folder_dialog_open; apply_safe_dedup; sync_bdb_header_counts; assign_module; create_checker_test_level; create_bg_proof_level; open_mk2_simple_level_dialog; new_project_apply; save_all_dirty_documents; draw_mk2_authoring_tools; draw_mk2_runtime_extras_tool; mk2_bake_runtime_guides_to_bdb; mk2_copy_selected_runtime_recipe; mk2_import_workspace_apply; mk2_clustered_png_import_apply; selected_count; stage_append; stage_append_arg; stage_set_toast; stage_write_config; stage_build_command; stage_run_command; stage_open_generated_bdb; json_write_string; json_get_string_value; json_get_int_value; json_get_float_value; json_get_bool_value; json_get_object_value; stage_load_config; export_composite_png; export_viewport_png; file_dialog_save; runtime_guides_clear_session; add_image_to_view_center; select_all_with_image_ii; reimport_image; image_nonzero_bounds; image_palette_usage_stats; trim_image_transparent_border; compress_active_image_palette; compact_palettes_for_image_range; optimize_image_range_for_space; delete_unused_images_impl; chop_image_to_map; open_split_object_dialog; stage_export_bundle; batch_palette_rebuild; delete_all_runtime_guide_objects; delete_runtime_guide_images_and_objects; hide_all_runtime_guides_for_session; draw_mk2_selected_bpp_reducer_tool; draw_mk2_small_artifact_finder; draw_mk2_smart_palette_grouper; draw_palette_blend_merge_tool; draw_group_bpp_reducer_panel; draw_alignment_doctor_overlay; draw_path_field; import_png; import_img_file; import_img_file_filtered; import_lod_file; mk2_palette_sync_request_prompt; draw_mk2_palette_sync_prompt; mk2_palette_sync_auto_apply_if_ready; draw_obj_properties,09f1e3f5396287c9bd649f8285d844b88731ea2cf4fe0f334ca52ff2c5ee65ec
platform/bg_editor.h,yes,13324,269,Application/support,Inventory and text index,Review within document/command migration,,SDL.h,bg_editor_init; bg_editor_process_event; bg_editor_new_frame; bg_editor_render; bg_editor_shutdown; bg_editor_wants_input; bg_editor_wants_wheel; bg_editor_wants_keyboard; bg_editor_request_close; bg_editor_take_close_approved; bg_editor_canvas_top_px; bg_editor_import_png; bg_editor_import_png_headless; bg_editor_import_img; bg_editor_import_img_folder; bg_editor_import_lod; bg_editor_autoload_lod_assets; bg_editor_place_last_import; bdd_get_world_bounds; bdd_get_runtime_layout_bounds; bdd_get_editor_layout_bounds; bdd_get_editor_view_bounds; bdd_clamp_editor_view; bdd_get_game_preview_bounds; bdd_center_game_preview_camera; bdd_get_stage_start_camera; bdd_get_stage_ground_y; bdd_get_stage_scroll_limits; bdd_get_stage_bg_color; bdd_reset_game_preview_camera; bdd_object_runtime_origin; bdd_world_point_runtime_origin; bdd_object_editor_origin; bdd_object_game_scroll_factor; bdd_object_game_origin; bdd_object_runtime_draw_rank; bdd_object_uses_runtime_floor_y; bdd_runtime_floor_screen_y; bdd_runtime_floor_shear_per_line; bdd_object_game_screen_y; bdd_stage_floor_descriptor; bdd_mkbgani_sprite_info; bdd_stage_module_blocks; bdd_stage_module_record; bdd_stage_module_hdrs_count; bdd_stage_plane_count; bdd_stage_plane_info; bdd_stage_plane_scroll_origin; bdd_module_runtime_placement; bdd_module_runtime_screen_rect; bdd_module_view_bounds; bdd_module_view_is_runtime; bdd_module_view_contains; bdd_stage_module_baklst; bdd_stage_baklst_module; bdd_object_in_background_plane; bdd_stage_floor_rank; bdd_stage_shadow_rank; bdd_stage_object_rank; bdd_stage_runtime_actors; bdd_game_view_screen_rect; bdd_world_to_screen; bdd_screen_to_world; bdd_world_rect_screen_rect; bdd_object_screen_rect; bdd_object_screen_snap_rect; bg_editor_undo_save; bg_editor_set_action_label; bg_editor_snap_dist; bg_editor_visible_pixel_snap_enabled; bg_editor_object_snap_rect_at; bg_editor_object_hit_test_at,e939fac443f6cf18a24821ef6f089e0f93cc92cf97d56d4a7264b54d907d2733
platform/bg_editor_globals.h,yes,40693,1026,Application/support,Inventory and text index,Review within document/command migration,,Core/app_version.h; Core/bdd_format.h; Core/app_diagnostics.h; Core/bdd_core.h; Core/editor_project_storage.h; Core/image_lookup.h; Core/image_processing.h; Core/mk2_shared_paths.h; Core/project_header.h; Core/project_snapshot.h; Core/recent_files.h; Core/tga_import.h; Core/viewer_load.h; Core/viewer_save.h; Core/world_module_utils.h; UI/tools/mk2_runtime_actor_tool.h; UI/view/toast_notifications.h; SDL.h; stddef.h; stdio.h,bg_editor_snap_dist; bg_editor_object_snap_rect_at; merge_duplicate_palettes; batch_palette_rebuild; remove_unused_palettes_impl; capacity_warn_check; new_project_apply; draw_new_project; open_save_error_popup; draw_save_error_popup; draw_palette_blend_merge_tool; draw_mk2_smart_palette_grouper; draw_selected_palette_swatches; build_blended_palette; apply_palette_blend_tool; apply_palette_union_merge_tool; object_palette_for_image; group_bpp_color_index; set_left_panel_default; draw_editor_texture_transparent; draw_editor_texture_transparent_uv; draw_layer_role_hint; path_join; stage_file_exists; stage_dirname; ensure_dir_recursive; bddtool_backup_dir; bddtool_backup_path; run_command_capture; clear_preview_image_file_texture; draw_preview_image_file; resolve_stage_file; stage_append; stage_append_arg; json_write_string; json_get_string_value; json_get_int_value; json_get_float_value; json_get_bool_value; json_get_object_value; draw_path_field; draw_mk2_finish_line_gate; draw_mk2_integration_summary; draw_mk2_mame_preview_tool; draw_mk2_one_click_validation_run; draw_mk2_patch_recipe_import_tool; draw_mk2_runtime_preview_tool; draw_mk2_stage_handoff_exports; draw_mk2_preview_diff_tool; draw_mk2_stage_preview_dashboard; draw_mk2_project_seed_tools; draw_mk2_load2_doctor_tool; draw_mk2_stage_start_camera_tool; draw_mk2_camera_bookmarks; draw_mk2_template_wizard_tool; draw_mk2_palette_builder_tool; draw_mk2_animation_planner_tool; draw_mk2_rom_space_budget_tool; draw_mk2_stage_readiness_gate; draw_mk2_rom_space_reclaim; draw_mk2_wedge_risk_tool; draw_mk2_pan_coverage_scanner; draw_mk2_duplicate_mirror_finder; draw_mk2_palette_usage_optimizer; draw_mk2_stage_repair_mode; draw_mk2_asset_explorer; draw_mk2_unused_asset_tools; draw_mk2_authoring_tools; draw_mk2_layer_stack_inspector; draw_mk2_auto_repair_suggestions; draw_mk2_palette_seam_detector; draw_mk2_uppercut_headroom_preview; draw_mk2_parallax_sanity_checker; draw_mk2_foreground_occlusion_preview; draw_mk2_mirrored_asset_tool; draw_mk2_transparency_advisor; draw_mk2_trim_transparent_border_tool; draw_mk2_palette_remap_compress_tool; draw_mk2_batch_image_cleanup_tool; draw_mk2_danger_palette_designer; draw_mk2_stage_fx_builder_tool; draw_mk2_import_workspace; draw_mk2_clustered_png_importer; draw_mk2_stage_layer_role_editor; draw_mk2_safe_dedup_assistant; mk2_import_workspace_apply; mk2_clustered_png_import_apply; stage_fx_strength_at_frame; stage_fx_build_snippet; stage_fx_generate_fade_palettes; stage_fx_layer_strength; open_new_mk2_project_from_template; apply_mk2_template_preset; stage_effective_preview_worldx; stage_start_apply_bgnd_patch; stage_start_apply_bgnd_start_placement; stage_start_apply_bgnd_ground; stage_start_apply_bgnd_limits; stage_bgnd_set_module_offset; stage_bgnd_set_module_parallax; stage_bgnd_reset_all_module_parallax; stage_bgnd_create_module_placement; stage_bgnd_sync_runtime_offsets_from_bdb; stage_bgnd_swap_module_baklst; stage_bgnd_move_module_draw_order; stage_bgnd_set_module_over_fighters; stage_bgnd_reset_foreground_to_module; stage_bgnd_set_bg_color; stage_bgnd_install_tower_high_clouds; stage_draft_bgnd_path; stage_create_draft_bgnd; stage_promote_draft_to_bgnd; stage_promote_draft_parallax_to_bgnd; bdd_invalidate_stage_module_cache; mk2_preview_diff_use_source_and_rom; mk2_preview_diff_use_composite_and_rom; mk2_preview_diff_use_rom_and_mame; mk2_include_object_in_nearest_module; active_image_index; image_use_count; first_unused_image_index; mk2_max_object_order; mk2_find_first_fit_for_image; mk2_find_center_fit_for_image; mk2_enable_unused_asset; mk2_add_object_for_image; object_module_index; object_pixel_at_world; object_pixel_at_screen; image_pixels_match; image_is_imported_asset; next_free_image_index; chop_image_to_map; mk2_scroll_factor_for_layer; welcome_visible; draw_welcome; doc_save; doc_restore; doc_add; doc_close; editor_canvas_top_y; gv_scroll_factor; gv_object_origin; img_anim_offset_x; img_anim_offset_y; module_collect_stats; module_select_objects; module_center_view; mk2_first_unassigned_object; mk2_select_unassigned_objects; mk2_isolate_unassigned_objects; mk2_include_unassigned_objects_in_modules; mk2_delete_unassigned_objects; mk2_toast_outside_delete_result; mk2_fit_module_bounds_to_objects; mk2_sort_objects_x_major; mk2_diag_hard_issues; mk2_diag_cautions; mk2_collect_diag; mk2_runtime_integrity_summary; mk2_stage_is_in_active_lod; mk2_create_default_module; mk2_screen_band_coverage; mk2_select_visible_objects_at_camera; mk2_select_visible_objects_at_camera_layer; mk2_visible_object_counts_by_layer_at_camera; mk2_select_objects_by_image; mk2_disable_selected_assets_keep_images; find_first_duplicate_pair; apply_safe_dedup; mk2_workflow_show_check_section; mk2_workflow_show_optimize_section; draw_mk2_play_readiness_checklist; mk2_bpp_for_image; mk2_bpp_for_max_index; mk2_append_budget_relief_report; draw_mk2_budget_relief_suggestions; mk2_has_drawable_stage; mk2_readiness_report; stage_write_config; stage_load_config; stage_use_current_project; stage_build_command; stage_copy_command; stage_run_command; stage_open_generated_bdb; stage_write_package_manifest; stage_write_patch_recipe; stage_import_patch_recipe; request_unsaved_action; create_checker_test_level; create_bg_proof_level; save_all_dirty_documents; has_unsaved_work; clear_unsaved_action; execute_unsaved_action; open_stage_path_now; draw_unsaved_action_prompt; file_dialog_open; import_png; import_img_file; import_img_file_filtered; open_img_import_picker; draw_img_import_picker; img_label_exists_ci; folder_dialog_open; batch_import_img; import_lod_file; batch_import_png; export_composite_png; export_viewport_png; export_mk2_assembly; export_image_tga; export_image_png; export_sprite_sheet_png; draw_verify; open_mk2_simple_level_dialog; draw_mk2_simple_level_dialog; create_mk2_simple_four_image_level; mk2_palette_sync_request_prompt; mk2_palette_sync_auto_apply_if_ready; mk2_bgndpal_compact; draw_mk2_palette_sync_prompt; mk2_lod_stale_check_after_save; draw_mk2_lod_stale_warning; save_all_project; file_dialog_save; file_dialog_save_ext; set_project_save_paths_from_any; project_save_location_is_set; prompt_for_project_save_location; ensure_bdb_header_for_save; stage_export_bundle; draw_quit_dialog; draw_empty_canvas_hint; draw_canvas_scrollbars; draw_status; draw_img_idx_edit; draw_tile_preview; mk2_layer_preset_count; mk2_layer_preset_wx; tile_fill_apply; draw_tile_fill; draw_mk2_quick_tile_tools; draw_mk2_level_start_helper_tool; draw_mk2_stage_kit_controls; draw_mk2_runtime_extras_tool; tower_runtime_guide_count; tower_runtime_guides_init_once; runtime_guides_clear_session; mk2_current_stage_is_battle; mk2_current_stage_has_known_runtime_extras; mk2_runtime_autoload_stage_recipe; mk2_find_sibling_data_file; import_runtime_lod_sources_for_active_guides; import_runtime_lod_source_labels; delete_all_runtime_guide_objects; delete_runtime_guide_images_and_objects; hide_all_runtime_guides_for_session; mk2_bake_runtime_guides_to_bdb; mk2_copy_selected_runtime_recipe; find_img_by_label_casefold; runtime_guide_visual_rect; object_matches_runtime_guide; runtime_guide_existing_object_count; runtime_guide_existing_object_for_index; sync_runtime_guide_object_placement; select_runtime_guide_objects; delete_runtime_guide_objects; hide_runtime_guide_for_session; draw_mk2_runtime_extras_overlay; draw_game_view_overlay; draw_game_view_controls; open_quick_size_audit; draw_quick_size_audit_window; draw_world_context_overlay; draw_world_object_overlays; run_auto_save_tick; derive_stage_pair_paths; lod_tag_imported_range; runtime_actor_preview_imports_loaded; runtime_actor_image_is_preview_import; runtime_actor_mark_preview_import_range; draw_mk2_workflow; draw_preferences; copy_selected_objects_to_clipboard; delete_object_targets_preserve_order; mk2_delete_object_preserve_order; paste_clipboard_objects; flip_object_targets_mirrored; selected_count; delete_unused_images_impl; delete_image_slot_if_unused; image_passes_list_filter; collect_matching_imported_images; select_matching_imported_image_uses; delete_matching_imported_images_and_uses; mk2_set_image_as_static_background; reimport_image; active_object_index; open_object_properties; obj_properties_take_focus_request; edit_block_for_object; open_sprite_resize; open_group_sprite_resize; draw_sprite_resize_dialog; open_split_object_dialog; draw_split_object_dialog; split_object_at_tile_size; draw_mk2_selected_bpp_reducer_tool; draw_group_bpp_reducer_panel; toggle_object_selection; hide_unselected_objects; show_all_objects; move_object_to_index; center_view_on_object; export_object_image_png_dialog; duplicate_object_menu_targets; delete_object_menu_targets; flip_object_menu_targets; reorder_object_menu_targets; select_all_with_image_ii; select_all_in_layer_byte; wrap_selected_objects_in_region; create_module_from_selection; assign_layer_to_object_targets; assign_palette_to_object_targets; assign_module_to_object_targets; active_menu_image_index; add_image_to_view_center; draw_block_editor; draw_module_bounds_overlay; draw_alignment_doctor_overlay; draw_world_game_rect; stage_overview_is_open; toggle_stage_overview; poll_stage_overview_result; draw_stage_overview; draw_grid_settings; draw_bg_picker; route_to_game_preview_screen; fit_game_preview_zoom_to_window; focus_editor_on_game_preview_screen; pal_animation_enabled; pal_animation_step; draw_pal_anim_panel; draw_minimap_contents; draw_layers_contents; draw_modules_summary_contents; draw_modules_create_contents; draw_modules_edit_contents; draw_modules_runtime_contents; draw_obj_list_contents; draw_image_list_assets_contents; draw_image_list_tools_contents; draw_undo_history; draw_debug_info; draw_mk2_small_artifact_finder; open_mk2_tool; zoom_to_fit; zoom_to_selection; settings_save; settings_load; settings_load_runtime_autoload_pref_once; draw_help; draw_about; draw_ref_settings; draw_obj_properties_contents; draw_palette_colors_contents; draw_palette_slots_contents; draw_palette_tools_contents; palette_tools_frame_tick,93ab6351b5e0284c5d7d811c66fc42efa4700a2b3b8ccf6b9f3cbe3dfa25814d
platform/libs/stb_image.h,yes,291003,7988,Vendored dependency,Inventory only,Preserve upstream boundary,,stdio.h; stdlib.h; stdarg.h; stddef.h; stdlib.h; string.h; limits.h; math.h; stdio.h; assert.h; stdint.h; emmintrin.h; intrin.h; arm_neon.h,stbi__cpuid3; stbi__cpuid3; stbi__sse2_available; stbi__sse2_available; stbi__refill_buffer; stbi__start_mem; stbi__start_callbacks; stbi__stdio_read; stbi__stdio_skip; stbi__stdio_eof; stbi__start_file; stbi__rewind; stbi__jpeg_test; stbi__jpeg_info; stbi__png_test; stbi__png_info; stbi__png_is16; stbi__bmp_test; stbi__bmp_info; stbi__tga_test; stbi__tga_info; stbi__psd_test; stbi__psd_info; stbi__psd_is16; stbi__hdr_test; stbi__hdr_info; stbi__pic_test; stbi__pic_info; stbi__gif_test; stbi__gif_info; stbi__pnm_test; stbi__pnm_info; stbi__pnm_is16; stbi__err; stbi__addsizes_valid; stbi__mul2sizes_valid; stbi__mad2sizes_valid; stbi__mad3sizes_valid; stbi__mad4sizes_valid; stbi__addints_valid; stbi__mul2shorts_valid; stbi__vertical_flip; stbi__vertical_flip_slices; stbi__float_postprocess; stbi__refill_buffer; stbi__skip; stbi__getn; stbi__get16be; stbi__get16le; stbi__build_huffman; stbi__build_fast_ac; stbi__grow_buffer_unsafe; stbi__jpeg_decode_block; stbi__jpeg_decode_block_prog_dc; stbi__jpeg_decode_block_prog_ac; stbi__idct_block; stbi__idct_simd; stbi__idct_simd; stbi__jpeg_reset; stbi__parse_entropy_coded_data; stbi__jpeg_dequantize; stbi__jpeg_finish; stbi__process_marker; stbi__process_scan_header; stbi__free_jpeg_components; stbi__process_frame_header; stbi__decode_jpeg_header; stbi__decode_jpeg_image; stbi__YCbCr_to_RGB_row; stbi__YCbCr_to_RGB_simd; stbi__setup_jpeg; stbi__cleanup_jpeg; stbi__jpeg_test; stbi__jpeg_info_raw; stbi__jpeg_info; stbi__zbuild_huffman; stbi__fill_bits; stbi__zhuffman_decode_slowpath; stbi__zexpand; stbi__parse_huffman_block; stbi__compute_huffman_codes; stbi__parse_uncompressed_block; stbi__parse_zlib_header; stbi__parse_zlib; stbi__do_zlib; stbi__check_png_header; stbi__paeth; stbi__create_png_alpha_expand8; stbi__create_png_image_raw; stbi__create_png_image; stbi__compute_transparency; stbi__compute_transparency16; stbi__expand_png_palette; stbi__de_iphone; stbi__parse_png_file; stbi__png_test; stbi__png_info_raw; stbi__png_info; stbi__png_is16; stbi__bmp_test_raw; stbi__bmp_test; stbi__high_bit; stbi__bitcount; stbi__shiftsigned; stbi__bmp_set_mask_defaults; stbi__tga_get_comp; stbi__tga_info; stbi__tga_test; stbi__tga_read_rgb16; stbi__psd_test; stbi__psd_decode_rle; stbi__pic_is4; stbi__pic_test_core; stbi__copyval; stbi__pic_test; stbi__gif_test_raw; stbi__gif_test; stbi__gif_parse_colortable; stbi__gif_header; stbi__gif_info_raw; stbi__out_gif_code; stbi__gif_info; stbi__hdr_test_core; stbi__hdr_test; stbi__hdr_convert; stbi__hdr_info; stbi__bmp_info; stbi__psd_info; stbi__psd_is16; stbi__pic_info; stbi__pnm_test; stbi__pnm_isspace; stbi__pnm_skip_whitespace; stbi__pnm_isdigit; stbi__pnm_getinteger; stbi__pnm_info; stbi__pnm_is16; stbi__info_main; stbi__is_16_main,59c85bef0316e0c93afc95c57faec35a5c49b97cd1fe69c614bde0d63dd24768
platform/libs/stb_image_write.h,yes,71221,1724,Vendored dependency,Inventory only,Preserve upstream boundary,,stdlib.h; stdio.h; stdarg.h; stdlib.h; string.h; math.h; assert.h,stbi_write_png; stbi_write_bmp; stbi_write_tga; stbi_write_jpg; stbi_write_hdr; stbi_flip_vertically_on_write; stbi_write_png_to_func; stbi_write_bmp_to_func; stbi_write_tga_to_func; stbi_write_hdr_to_func; stbi_write_jpg_to_func; stbi_write_func; stbi__start_write_callbacks; stbi__stdio_write; stbi__start_write_file; stbi__end_write_file; stbiw__writefv; stbiw__writef; stbiw__write_flush; stbiw__putc; stbiw__write1; stbiw__write3; stbiw__write_pixel; stbiw__write_pixels; stbiw__outfile; stbi_write_bmp_core; stbi_write_tga_core; stbiw__linear_to_rgbe; stbiw__write_run_data; stbiw__write_dump_data; stbiw__write_hdr_scanline; stbi_write_hdr_core; stbiw__zlib_bitrev; stbiw__wpcrc; stbiw__encode_png_line; stbiw__jpg_writeBits; stbiw__jpg_DCT; stbiw__jpg_calcBits; stbiw__jpg_processDU; stbi_write_jpg_core,cbd5f0ad7a9cf4468affb36354a1d2338034f2c12473cf1a8e32053cb6914a05
platform/libs/stb_impl.cpp,yes,140,5,Vendored dependency,Inventory only,Preserve upstream boundary,,libs/stb_image_write.h; libs/stb_image.h,,0c0fc21eac7cd354b651dc6fa412f67622fa8b53be9b65f9f262c81d469b7bf1
platform/undo_manager.cpp,yes,37937,1122,Application/support,Detailed relevant sections inspected,Review within document/command migration,,undo_manager.h; Core/editor_project_storage.h; Core/project_snapshot.h; stdlib.h; string.h; stdio.h,undo_free_object_positions; undo_free_object_records; undo_free_module_lines; undo_free_image_pixels; undo_release_storage; undo_capture_snapshot; undo_copy_object_positions; undo_copy_object_records; undo_copy_module_lines; undo_copy_palette_slot; undo_copy_image_index; undo_copy_image_pixels; undo_find_image_slot; undo_apply_object_positions; undo_apply_object_records; undo_apply_module_lines; undo_apply_palette_slot; undo_apply_image_index; undo_apply_image_pixels; undo_apply; undo_manager_init; undo_manager_shutdown; undo_save; undo_save_object_position_delta_for_mask; undo_save_object_position_delta_for_selection; undo_save_object_record_delta_for_mask; undo_save_module_line_delta_for_mask; undo_save_palette_slot_delta; undo_save_image_index_delta; undo_save_image_pixels_delta; undo_save_ex; undo_set_action_label; undo_restore; redo_restore; undo_is_available; redo_is_available; undo_get_count; undo_get_history_objects_count; undo_get_history_images_count; checkpoint_is_used; checkpoint_save; checkpoint_restore; checkpoint_delete,827f1fde2540ca93db03c49daa850171eaf54876f4c9e695ba266b7a66ffb177
platform/undo_manager.h,yes,2853,71,Application/support,Detailed relevant sections inspected,Review within document/command migration,,Core/bdd_format.h; stdbool.h,undo_manager_init; undo_manager_shutdown; undo_save; undo_save_object_position_delta_for_mask; undo_save_object_position_delta_for_selection; undo_save_object_record_delta_for_mask; undo_save_module_line_delta_for_mask; undo_save_palette_slot_delta; undo_save_image_index_delta; undo_save_image_pixels_delta; undo_restore; redo_restore; undo_save_ex; undo_set_action_label; undo_is_available; redo_is_available; undo_get_count; undo_get_history_objects_count; undo_get_history_images_count; checkpoint_is_used; checkpoint_save; checkpoint_restore; checkpoint_delete,161ad8d8681882ff628c09151df5c221cb6d06604eda3892477f0639b3c03a03
platform/utils/compat.h,yes,2495,87,Application/support,Inventory and text index,Review within document/command migration,,,,07406176c8743e02c1106b7276730b0651495ebdc455cc2aaca31780d377ce99
reference/README.txt,yes,536,12,Repository configuration/documentation,Inventory and text index,Maintain as appropriate,,,,1ad74625a8d7fecdec4b9ede7064974f60d0b25aec8811d24c21faf8226f0e8a
reference/stages/README.txt,yes,353,9,Repository configuration/documentation,Inventory and text index,Maintain as appropriate,,,,d5b2592f60b9bb344f4b59e56ebe73e037190aa0e6f561179e68e76e23f73f45
screenshot.jpg,yes,452115,,Media/dependency asset,Visual inspection,Preserve; not application logic,,,,86fe9d219dd335baa5c057f979ed868211c2e5c24add219faf61837c476c054b
stage_proc.md,no (local/ignored),1607,12,Repository configuration/documentation,Detailed relevant sections inspected,Maintain as appropriate,,,,37ad6159da6d457386b3d16129a042ac57af7dcfe7e107f32ffed6e94f91c83f
tools/add_tree2_to_forest2.py,no (local/ignored),11630,338,Targeted imports and workarounds,Inventory and text index,Retain selectively as service or specialist tool,"Import TREE2 from TREES.IMG into MK2 FOREST2.BDB/BDD. This is intentionally narrow: it adds the smaller Living Forest tree sprite, keeps the source colors intact, reserves BDD index 0 for transparency, and forces one visible pixel to a duplicate high palette index so LOAD2 picks the 8bpp/high-color path for the new image.",__future__; argparse; shutil; struct; dataclasses; pathlib,BddImage; BddPalette; raw_name; read_line; parse_bdd; write_bdd; decode_img_pixels; load_tree2_from_img; force_single_high_pixel; parse_bdb; write_bdb; append_meta; make_backup; main,ae6346f1a0781758c27877e647681ed9f90b40b5be644004174d6618c75171fe
tools/analyze_mk2_backgrounds.py,no (local/ignored),11021,294,Background/ROM analysis,Inventory and text index,Retain selectively as service or specialist tool,Summarize stock MK2 BDB/BDD background palette and tile usage.,__future__; argparse; math; struct; collections; pathlib,read_line; load_bdd; load_bdb; bits_for_index; module_blocks; peak_onscreen; runtime_stats; analyze_pair; markdown_table; main,f3d797d4cb7f0ab11b60168c8ab5ad385b2eccb68ddb755c8dc0d25acaa405b4
tools/analyze_mk2_space.py,no (local/ignored),7957,237,Background/ROM analysis,Inventory and text index,Retain selectively as service or specialist tool,Report MK2 program/video ROM space and useful free gaps.,__future__; argparse; re; struct; dataclasses; pathlib,Range; fmt; read_irw; normalize_bank; video_offset; offset_to_load_base; stock_runtime_base; align_up; subtract_ranges; merge_ranges; irw_ranges; ff_runs; collect_bgnd_addresses; collision_count; print_video; print_program; main,ef9992862ed22c77f5b893fd8e8d93362b5f65bc7df32c1bb03c74835bbe1eed
tools/automate_bgproof_mk2.py,no (local/ignored),19198,511,Stage orchestration,Inventory and text index,Separate generic adapter from stage recipes,"Run the BGPROF MK2 proof pipeline without launching MAME. Two modes are intentionally separate: quick Rebuild video ROM/debug artifacts from the current mk2-main outputs and run validators. This catches stale video_flat/chip data after LOAD2 changed. full Generate/copy BGPROF source, write ORNGBL.LOD at the selected base address, run LOAD2 through mk2-main/build.py, promote generated tables, rebuild the program, rebuild video ROM/debug artifacts, and validate everything.",__future__; argparse; json; os; re; shutil; subprocess; sys; time; dataclasses; datetime; pathlib,PipelineError; RunContext; int_auto; now_text; command_text; write_latest; run_cmd; find_bddview; current_lod_base; backup_files; write_orngbl_lod; ensure_bgprof_source; validate_source; validate_mk2; render_bgproof; render_bgproof_rom_zip; render_vs_control; package_rom_zip_no_install; force_promoted_table_rebuild; run_quick; run_full; run_once; parse_args; main,89894b0c00fa6305ad6e2f1e98a15823aff9b7acba12d5b5856166a31c3ba373
tools/build_layered_portal_level.py,no (local/ignored),10143,260,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,"Build a layered portal BDB/BDD from pre-separated runtime PNG layers. Unlike build_umk3_level.py, this uses the photo-proof nearest-palette encoder. That makes it suitable for generated/JPEG-derived art with many unique colors while still keeping the runtime layer layout used by the MK2 hook.",__future__; argparse; math; collections; pathlib; build_photo_portal_level; build_umk3_level,clamp; sample_nearest; rotate_portal_ellipse; build_bg_frames; centered_on_transparent; add_pan_anchors; main,599fb3d9530b46204680ff23503de18f725d02425ede48ca3bb666ecabf7de5b
tools/build_photo_portal_level.py,no (local/ignored),29907,761,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,"Build a BGPROF replacement level from a cinematic portal reference PNG. This script intentionally avoids Pillow/OpenCV so it can run in the current tooling environment. Use headless Chrome (or any external converter) to turn the provided WebP/JPEG into a PNG first, then this builder trims, cleans, layers, quantizes, and emits BDB/BDD files for the proven ORNGBL path.",__future__; argparse; math; struct; collections; dataclasses; pathlib; build_umk3_level,RuntimeLayer; clamp; brightness; trim_border; crop; sample_bilinear; resize; resize_cover; add_mask_rect; fighter_mask; temple_shape_mask; fill_mask_by_rows; blur_soft; build_portal_bg; build_temple_overlay; build_floor; extract_tiles; tile_palette_group; quantize_counter; dist2; build_palettes; encode_tile_pixels_nearest; write_bdd; dedupe_tile_images; write_bdb; draw_preview; main,881db2cbda3c46041a7c8bc8ecc59e7142bb84a89bad102891baa19b05f73a63
tools/build_portal_asset_kit.py,no (local/ignored),14469,341,Asset preparation and builders,Inventory and text index,Extract general algorithms; keep compositions as recipes,"Build separated portal-stage art artifacts from the clean source pieces. This is intentionally a light-weight prep step: it normalizes the source cutouts, creates runtime-sized layer images, and emits a preview composite. The actual MK2 BDB/BDD packing can then use these layer PNGs directly.",__future__; argparse; shutil; struct; pathlib; typing; build_umk3_level,transparent; paste; crop; resize_nearest; chroma_key; extract_portal_stage_floor; extend_top; write_copy; decode_tga; copy_png_sources; main,22021e651f8522adbfe739656076a99942c69ee3f44ca5634caba397f632dca9
